from_to_hr,probability
"((53, 49), 7)",2.898466711109823e-05
"((53, 121), 9)",2.898466711109823e-05
"((53, 134), 9)",2.898466711109823e-05
"((53, 137), 8)",5.796933422219646e-05
"((53, 138), 9)",2.898466711109823e-05
"((53, 151), 9)",2.898466711109823e-05
"((53, 153), 7)",2.898466711109823e-05
"((53, 153), 9)",2.898466711109823e-05
"((53, 167), 8)",2.898466711109823e-05
"((53, 167), 9)",2.898466711109823e-05
"((53, 168), 7)",2.898466711109823e-05
"((53, 185), 9)",2.898466711109823e-05
"((53, 220), 9)",2.898466711109823e-05
"((53, 224), 6)",2.898466711109823e-05
"((53, 224), 7)",5.796933422219646e-05
"((53, 227), 7)",2.898466711109823e-05
"((54, 6), 7)",2.898466711109823e-05
"((54, 6), 8)",5.796933422219646e-05
"((54, 6), 9)",2.898466711109823e-05
"((54, 7), 6)",2.898466711109823e-05
"((54, 7), 9)",5.796933422219646e-05
"((54, 31), 7)",2.898466711109823e-05
"((54, 35), 8)",2.898466711109823e-05
"((54, 41), 9)",2.898466711109823e-05
"((54, 42), 6)",2.898466711109823e-05
"((54, 56), 9)",2.898466711109823e-05
"((54, 134), 6)",2.898466711109823e-05
"((54, 134), 8)",2.898466711109823e-05
"((54, 135), 6)",2.898466711109823e-05
"((54, 137), 9)",2.898466711109823e-05
"((54, 148), 8)",2.898466711109823e-05
"((54, 153), 8)",5.796933422219646e-05
"((54, 153), 9)",2.898466711109823e-05
"((54, 161), 7)",2.898466711109823e-05
"((54, 167), 9)",2.898466711109823e-05
"((54, 169), 8)",2.898466711109823e-05
"((54, 169), 9)",2.898466711109823e-05
"((54, 181), 8)",2.898466711109823e-05
"((54, 185), 7)",2.898466711109823e-05
"((54, 185), 8)",2.898466711109823e-05
"((54, 185), 9)",8.695400133329469e-05
"((54, 186), 8)",8.695400133329469e-05
"((54, 189), 6)",2.898466711109823e-05
"((54, 190), 7)",2.898466711109823e-05
"((54, 191), 8)",5.796933422219646e-05
"((54, 193), 7)",2.898466711109823e-05
"((54, 195), 8)",5.796933422219646e-05
"((54, 195), 9)",5.796933422219646e-05
"((54, 196), 8)",2.898466711109823e-05
"((54, 196), 9)",2.898466711109823e-05
"((54, 197), 8)",2.898466711109823e-05
"((54, 198), 9)",2.898466711109823e-05
"((54, 200), 9)",2.898466711109823e-05
"((54, 202), 6)",2.898466711109823e-05
"((54, 202), 8)",2.898466711109823e-05
"((54, 202), 9)",2.898466711109823e-05
"((54, 203), 9)",2.898466711109823e-05
"((54, 209), 9)",0.00014492333555549114
"((54, 210), 6)",2.898466711109823e-05
"((54, 213), 8)",2.898466711109823e-05
"((54, 222), 9)",5.796933422219646e-05
"((54, 227), 6)",2.898466711109823e-05
"((54, 227), 8)",0.00011593866844439292
"((54, 227), 9)",2.898466711109823e-05
"((54, 239), 9)",2.898466711109823e-05
"((55, 6), 6)",2.898466711109823e-05
"((55, 6), 7)",0.00037680067244427696
"((55, 6), 8)",0.0005217240079997682
"((55, 6), 9)",0.0010434480159995363
"((55, 7), 9)",2.898466711109823e-05
"((55, 34), 9)",2.898466711109823e-05
"((55, 43), 7)",8.695400133329469e-05
"((55, 43), 8)",8.695400133329469e-05
"((55, 45), 8)",2.898466711109823e-05
"((55, 60), 8)",2.898466711109823e-05
"((55, 65), 8)",8.695400133329469e-05
"((55, 65), 9)",2.898466711109823e-05
"((55, 104), 6)",5.796933422219646e-05
"((55, 104), 7)",0.00014492333555549114
"((55, 104), 8)",0.0002608620039998841
"((55, 104), 9)",5.796933422219646e-05
"((55, 111), 8)",2.898466711109823e-05
"((55, 121), 6)",2.898466711109823e-05
"((55, 121), 8)",2.898466711109823e-05
"((55, 121), 9)",2.898466711109823e-05
"((55, 134), 7)",2.898466711109823e-05
"((55, 134), 8)",2.898466711109823e-05
"((55, 134), 9)",8.695400133329469e-05
"((55, 135), 9)",2.898466711109823e-05
"((55, 137), 7)",2.898466711109823e-05
"((55, 148), 8)",2.898466711109823e-05
"((55, 150), 7)",2.898466711109823e-05
"((55, 150), 8)",5.796933422219646e-05
"((55, 150), 9)",0.00023187733688878585
"((55, 153), 6)",2.898466711109823e-05
"((55, 153), 7)",2.898466711109823e-05
"((55, 153), 8)",5.796933422219646e-05
"((55, 153), 9)",0.00011593866844439292
"((55, 154), 6)",0.00017390800266658938
"((55, 154), 7)",2.898466711109823e-05
"((55, 157), 7)",2.898466711109823e-05
"((55, 160), 8)",2.898466711109823e-05
"((55, 160), 9)",5.796933422219646e-05
"((55, 167), 6)",2.898466711109823e-05
"((55, 167), 8)",8.695400133329469e-05
"((55, 167), 9)",2.898466711109823e-05
"((55, 185), 7)",8.695400133329469e-05
"((55, 185), 8)",0.0003188313382220805
"((55, 185), 9)",0.00037680067244427696
"((55, 189), 8)",2.898466711109823e-05
"((55, 189), 9)",2.898466711109823e-05
"((55, 196), 7)",2.898466711109823e-05
"((55, 198), 9)",2.898466711109823e-05
"((55, 202), 7)",0.00011593866844439292
"((55, 202), 8)",5.796933422219646e-05
"((55, 202), 9)",5.796933422219646e-05
"((55, 204), 7)",2.898466711109823e-05
"((55, 209), 8)",2.898466711109823e-05
"((55, 218), 9)",2.898466711109823e-05
"((55, 220), 9)",0.00011593866844439292
"((55, 221), 9)",2.898466711109823e-05
"((55, 222), 6)",2.898466711109823e-05
"((55, 222), 7)",0.0002028926697776876
"((55, 222), 8)",0.0002028926697776876
"((55, 222), 9)",8.695400133329469e-05
"((55, 227), 7)",2.898466711109823e-05
"((55, 227), 8)",2.898466711109823e-05
"((55, 232), 8)",2.898466711109823e-05
"((55, 250), 7)",2.898466711109823e-05
"((55, 288), 7)",2.898466711109823e-05
"((56, 41), 7)",2.898466711109823e-05
"((56, 44), 6)",2.898466711109823e-05
"((56, 55), 8)",2.898466711109823e-05
"((56, 134), 7)",5.796933422219646e-05
"((56, 134), 8)",5.796933422219646e-05
"((56, 134), 9)",2.898466711109823e-05
"((56, 156), 8)",2.898466711109823e-05
"((56, 156), 9)",2.898466711109823e-05
"((56, 161), 6)",2.898466711109823e-05
"((56, 168), 8)",5.796933422219646e-05
"((56, 185), 8)",2.898466711109823e-05
"((56, 228), 9)",2.898466711109823e-05
"((57, 6), 8)",2.898466711109823e-05
"((57, 6), 9)",2.898466711109823e-05
"((57, 7), 8)",2.898466711109823e-05
"((57, 9), 9)",2.898466711109823e-05
"((57, 41), 7)",5.796933422219646e-05
"((57, 41), 9)",2.898466711109823e-05
"((57, 42), 6)",2.898466711109823e-05
"((57, 42), 7)",2.898466711109823e-05
"((57, 42), 9)",2.898466711109823e-05
"((57, 53), 8)",2.898466711109823e-05
"((57, 54), 6)",5.796933422219646e-05
"((57, 60), 9)",2.898466711109823e-05
"((57, 63), 6)",2.898466711109823e-05
"((57, 65), 8)",2.898466711109823e-05
"((57, 65), 9)",5.796933422219646e-05
"((57, 117), 9)",2.898466711109823e-05
"((57, 130), 7)",2.898466711109823e-05
"((57, 131), 7)",2.898466711109823e-05
"((57, 131), 9)",0.00023187733688878585
"((57, 133), 8)",2.898466711109823e-05
"((57, 133), 9)",2.898466711109823e-05
"((57, 134), 7)",2.898466711109823e-05
"((57, 134), 8)",8.695400133329469e-05
"((57, 134), 9)",5.796933422219646e-05
"((57, 136), 7)",2.898466711109823e-05
"((57, 143), 8)",2.898466711109823e-05
"((57, 146), 6)",2.898466711109823e-05
"((57, 146), 8)",0.00011593866844439292
"((57, 148), 6)",2.898466711109823e-05
"((57, 148), 7)",0.00011593866844439292
"((57, 148), 8)",2.898466711109823e-05
"((57, 151), 9)",2.898466711109823e-05
"((57, 153), 9)",2.898466711109823e-05
"((57, 156), 8)",2.898466711109823e-05
"((57, 167), 7)",2.898466711109823e-05
"((57, 167), 8)",2.898466711109823e-05
"((57, 169), 9)",2.898466711109823e-05
"((57, 181), 8)",2.898466711109823e-05
"((57, 184), 7)",5.796933422219646e-05
"((57, 185), 7)",2.898466711109823e-05
"((57, 185), 8)",2.898466711109823e-05
"((57, 185), 9)",2.898466711109823e-05
"((57, 192), 8)",2.898466711109823e-05
"((57, 196), 9)",2.898466711109823e-05
"((57, 198), 6)",2.898466711109823e-05
"((57, 198), 8)",5.796933422219646e-05
"((57, 199), 8)",2.898466711109823e-05
"((57, 202), 7)",2.898466711109823e-05
"((57, 202), 8)",8.695400133329469e-05
"((57, 202), 9)",0.00014492333555549114
"((57, 208), 6)",2.898466711109823e-05
"((57, 221), 9)",2.898466711109823e-05
"((57, 222), 7)",2.898466711109823e-05
"((57, 227), 7)",2.898466711109823e-05
"((57, 231), 9)",2.898466711109823e-05
"((58, 6), 6)",2.898466711109823e-05
"((58, 6), 7)",5.796933422219646e-05
"((58, 6), 8)",0.00011593866844439292
"((58, 6), 9)",5.796933422219646e-05
"((58, 9), 7)",2.898466711109823e-05
"((58, 65), 7)",2.898466711109823e-05
"((58, 65), 8)",5.796933422219646e-05
"((58, 65), 9)",8.695400133329469e-05
"((58, 167), 8)",5.796933422219646e-05
"((58, 173), 8)",2.898466711109823e-05
"((58, 179), 8)",8.695400133329469e-05
"((58, 179), 9)",5.796933422219646e-05
"((58, 185), 7)",5.796933422219646e-05
"((58, 185), 8)",2.898466711109823e-05
"((58, 185), 9)",0.00011593866844439292
"((58, 202), 7)",2.898466711109823e-05
"((58, 202), 8)",0.00017390800266658938
"((58, 202), 9)",0.00011593866844439292
"((58, 203), 8)",2.898466711109823e-05
"((58, 227), 7)",2.898466711109823e-05
"((58, 227), 8)",5.796933422219646e-05
"((58, 227), 9)",8.695400133329469e-05
"((58, 231), 6)",2.898466711109823e-05
"((58, 231), 7)",2.898466711109823e-05
"((58, 231), 8)",5.796933422219646e-05
"((59, 6), 9)",2.898466711109823e-05
"((59, 32), 8)",2.898466711109823e-05
"((59, 35), 7)",2.898466711109823e-05
"((59, 45), 9)",2.898466711109823e-05
"((59, 66), 9)",2.898466711109823e-05
"((59, 113), 8)",2.898466711109823e-05
"((59, 125), 7)",2.898466711109823e-05
"((59, 134), 7)",2.898466711109823e-05
"((59, 153), 9)",2.898466711109823e-05
"((59, 158), 8)",0.00011593866844439292
"((59, 169), 8)",5.796933422219646e-05
"((59, 169), 9)",5.796933422219646e-05
"((59, 185), 8)",2.898466711109823e-05
"((59, 185), 9)",2.898466711109823e-05
"((59, 219), 9)",2.898466711109823e-05
"((59, 220), 9)",2.898466711109823e-05
"((59, 222), 7)",2.898466711109823e-05
"((59, 227), 6)",2.898466711109823e-05
"((59, 227), 8)",2.898466711109823e-05
"((59, 232), 6)",2.898466711109823e-05
"((60, 0), 7)",2.898466711109823e-05
"((60, 0), 9)",2.898466711109823e-05
"((60, 2), 8)",2.898466711109823e-05
"((60, 3), 7)",2.898466711109823e-05
"((60, 6), 6)",0.0002608620039998841
"((60, 6), 7)",0.0005507086751108663
"((60, 6), 8)",0.0012173560186661257
"((60, 6), 9)",0.0011883713515550274
"((60, 7), 6)",8.695400133329469e-05
"((60, 7), 7)",8.695400133329469e-05
"((60, 7), 8)",0.00011593866844439292
"((60, 7), 9)",2.898466711109823e-05
"((60, 9), 7)",8.695400133329469e-05
"((60, 9), 8)",0.00023187733688878585
"((60, 9), 9)",8.695400133329469e-05
"((60, 31), 7)",2.898466711109823e-05
"((60, 31), 8)",2.898466711109823e-05
"((60, 31), 9)",5.796933422219646e-05
"((60, 34), 8)",2.898466711109823e-05
"((60, 42), 7)",2.898466711109823e-05
"((60, 42), 9)",8.695400133329469e-05
"((60, 43), 7)",2.898466711109823e-05
"((60, 43), 8)",8.695400133329469e-05
"((60, 43), 9)",5.796933422219646e-05
"((60, 44), 9)",0.00011593866844439292
"((60, 46), 9)",2.898466711109823e-05
"((60, 54), 9)",5.796933422219646e-05
"((60, 55), 8)",5.796933422219646e-05
"((60, 55), 9)",0.00011593866844439292
"((60, 57), 8)",2.898466711109823e-05
"((60, 58), 9)",2.898466711109823e-05
"((60, 63), 6)",2.898466711109823e-05
"((60, 64), 9)",8.695400133329469e-05
"((60, 65), 6)",5.796933422219646e-05
"((60, 65), 7)",0.0008695400133329469
"((60, 65), 8)",0.0011593866844439291
"((60, 65), 9)",0.0009275093475551434
"((60, 66), 8)",2.898466711109823e-05
"((60, 104), 7)",2.898466711109823e-05
"((60, 104), 8)",0.0004057853395553752
"((60, 104), 9)",0.00023187733688878585
"((60, 121), 7)",5.796933422219646e-05
"((60, 121), 8)",8.695400133329469e-05
"((60, 127), 8)",2.898466711109823e-05
"((60, 133), 9)",5.796933422219646e-05
"((60, 134), 6)",5.796933422219646e-05
"((60, 134), 7)",2.898466711109823e-05
"((60, 134), 8)",0.00014492333555549114
"((60, 134), 9)",5.796933422219646e-05
"((60, 135), 9)",0.00017390800266658938
"((60, 136), 7)",2.898466711109823e-05
"((60, 136), 8)",2.898466711109823e-05
"((60, 137), 7)",2.898466711109823e-05
"((60, 137), 8)",2.898466711109823e-05
"((60, 138), 6)",2.898466711109823e-05
"((60, 138), 9)",2.898466711109823e-05
"((60, 141), 7)",2.898466711109823e-05
"((60, 143), 8)",2.898466711109823e-05
"((60, 143), 9)",0.0002028926697776876
"((60, 147), 8)",2.898466711109823e-05
"((60, 148), 7)",2.898466711109823e-05
"((60, 148), 8)",5.796933422219646e-05
"((60, 149), 8)",2.898466711109823e-05
"((60, 150), 7)",5.796933422219646e-05
"((60, 150), 8)",0.00017390800266658938
"((60, 150), 9)",0.00011593866844439292
"((60, 153), 6)",2.898466711109823e-05
"((60, 153), 7)",2.898466711109823e-05
"((60, 153), 8)",0.0007536013448885539
"((60, 153), 9)",0.00011593866844439292
"((60, 154), 7)",2.898466711109823e-05
"((60, 156), 9)",2.898466711109823e-05
"((60, 161), 7)",5.796933422219646e-05
"((60, 163), 8)",2.898466711109823e-05
"((60, 167), 7)",0.0004057853395553752
"((60, 167), 8)",0.0007536013448885539
"((60, 167), 9)",0.0004057853395553752
"((60, 168), 8)",5.796933422219646e-05
"((60, 169), 9)",2.898466711109823e-05
"((60, 180), 6)",2.898466711109823e-05
"((60, 181), 7)",2.898466711109823e-05
"((60, 181), 8)",2.898466711109823e-05
"((60, 181), 9)",2.898466711109823e-05
"((60, 185), 6)",8.695400133329469e-05
"((60, 185), 7)",0.0013622793542216168
"((60, 185), 8)",0.002405727370221153
"((60, 185), 9)",0.002550650705776644
"((60, 189), 6)",5.796933422219646e-05
"((60, 189), 7)",0.0004637546737775717
"((60, 189), 8)",0.00023187733688878585
"((60, 189), 9)",0.00017390800266658938
"((60, 192), 7)",2.898466711109823e-05
"((60, 194), 6)",2.898466711109823e-05
"((60, 194), 9)",2.898466711109823e-05
"((60, 195), 6)",2.898466711109823e-05
"((60, 195), 8)",0.00014492333555549114
"((60, 195), 9)",5.796933422219646e-05
"((60, 197), 6)",2.898466711109823e-05
"((60, 197), 7)",2.898466711109823e-05
"((60, 197), 8)",2.898466711109823e-05
"((60, 198), 7)",2.898466711109823e-05
"((60, 198), 9)",8.695400133329469e-05
"((60, 199), 8)",8.695400133329469e-05
"((60, 200), 9)",5.796933422219646e-05
"((60, 202), 6)",0.0004637546737775717
"((60, 202), 7)",0.0010434480159995363
"((60, 202), 8)",0.0018550186951102868
"((60, 202), 9)",0.0031303440479986087
"((60, 203), 8)",0.0002028926697776876
"((60, 204), 9)",2.898466711109823e-05
"((60, 205), 8)",2.898466711109823e-05
"((60, 207), 7)",2.898466711109823e-05
"((60, 208), 7)",2.898466711109823e-05
"((60, 208), 9)",2.898466711109823e-05
"((60, 209), 8)",5.796933422219646e-05
"((60, 210), 8)",2.898466711109823e-05
"((60, 210), 9)",2.898466711109823e-05
"((60, 214), 9)",2.898466711109823e-05
"((60, 218), 9)",5.796933422219646e-05
"((60, 221), 7)",0.00011593866844439292
"((60, 221), 8)",0.00011593866844439292
"((60, 221), 9)",0.0004057853395553752
"((60, 222), 6)",2.898466711109823e-05
"((60, 222), 7)",0.00023187733688878585
"((60, 222), 8)",0.00017390800266658938
"((60, 222), 9)",0.00023187733688878585
"((60, 227), 6)",8.695400133329469e-05
"((60, 227), 7)",0.0013043100199994202
"((60, 227), 8)",0.0008405553462218486
"((60, 227), 9)",0.0008115706791107504
"((60, 229), 6)",2.898466711109823e-05
"((60, 229), 7)",2.898466711109823e-05
"((60, 229), 9)",2.898466711109823e-05
"((60, 231), 8)",2.898466711109823e-05
"((60, 239), 7)",2.898466711109823e-05
"((60, 239), 8)",2.898466711109823e-05
"((60, 244), 7)",5.796933422219646e-05
"((60, 244), 8)",0.00011593866844439292
"((60, 244), 9)",2.898466711109823e-05
"((60, 247), 8)",8.695400133329469e-05
"((60, 247), 9)",5.796933422219646e-05
"((61, 6), 6)",2.898466711109823e-05
"((61, 65), 9)",2.898466711109823e-05
"((61, 121), 8)",2.898466711109823e-05
"((61, 121), 9)",2.898466711109823e-05
"((61, 122), 8)",2.898466711109823e-05
"((61, 124), 8)",2.898466711109823e-05
"((61, 134), 7)",2.898466711109823e-05
"((61, 137), 8)",2.898466711109823e-05
"((61, 139), 8)",2.898466711109823e-05
"((61, 178), 8)",2.898466711109823e-05
"((61, 196), 7)",2.898466711109823e-05
"((61, 204), 9)",2.898466711109823e-05
"((61, 209), 9)",2.898466711109823e-05
"((61, 223), 6)",8.695400133329469e-05
"((61, 228), 8)",5.796933422219646e-05
"((61, 228), 9)",5.796933422219646e-05
"((61, 248), 8)",2.898466711109823e-05
"((61, 250), 8)",2.898466711109823e-05
"((61, 251), 9)",2.898466711109823e-05
"((63, 4), 7)",2.898466711109823e-05
"((63, 6), 6)",8.695400133329469e-05
"((63, 8), 7)",5.796933422219646e-05
"((63, 8), 8)",5.796933422219646e-05
"((63, 42), 6)",2.898466711109823e-05
"((63, 42), 8)",5.796933422219646e-05
"((63, 43), 6)",2.898466711109823e-05
"((63, 50), 8)",2.898466711109823e-05
"((63, 50), 9)",2.898466711109823e-05
"((63, 51), 8)",2.898466711109823e-05
"((63, 56), 9)",5.796933422219646e-05
"((63, 58), 8)",2.898466711109823e-05
"((63, 58), 9)",2.898466711109823e-05
"((63, 60), 8)",2.898466711109823e-05
"((63, 65), 8)",5.796933422219646e-05
"((63, 65), 9)",0.00011593866844439292
"((63, 104), 8)",2.898466711109823e-05
"((63, 104), 9)",2.898466711109823e-05
"((63, 115), 7)",2.898466711109823e-05
"((63, 121), 8)",2.898466711109823e-05
"((63, 130), 8)",2.898466711109823e-05
"((63, 134), 8)",2.898466711109823e-05
"((63, 141), 9)",2.898466711109823e-05
"((63, 143), 9)",2.898466711109823e-05
"((63, 146), 9)",2.898466711109823e-05
"((63, 148), 9)",2.898466711109823e-05
"((63, 153), 6)",5.796933422219646e-05
"((63, 153), 8)",2.898466711109823e-05
"((63, 156), 9)",2.898466711109823e-05
"((63, 161), 9)",2.898466711109823e-05
"((63, 167), 7)",5.796933422219646e-05
"((63, 167), 8)",0.00014492333555549114
"((63, 167), 9)",8.695400133329469e-05
"((63, 168), 9)",2.898466711109823e-05
"((63, 177), 8)",2.898466711109823e-05
"((63, 179), 8)",2.898466711109823e-05
"((63, 181), 7)",5.796933422219646e-05
"((63, 181), 9)",0.0002028926697776876
"((63, 185), 7)",0.00011593866844439292
"((63, 185), 8)",0.00014492333555549114
"((63, 185), 9)",0.00014492333555549114
"((63, 189), 6)",2.898466711109823e-05
"((63, 191), 6)",2.898466711109823e-05
"((63, 192), 6)",2.898466711109823e-05
"((63, 193), 7)",2.898466711109823e-05
"((63, 193), 8)",5.796933422219646e-05
"((63, 195), 9)",2.898466711109823e-05
"((63, 196), 8)",2.898466711109823e-05
"((63, 196), 9)",2.898466711109823e-05
"((63, 198), 8)",2.898466711109823e-05
"((63, 199), 9)",2.898466711109823e-05
"((63, 200), 7)",2.898466711109823e-05
"((63, 202), 6)",5.796933422219646e-05
"((63, 202), 7)",0.00017390800266658938
"((63, 202), 8)",0.0005217240079997682
"((63, 202), 9)",0.0005796933422219646
"((63, 203), 7)",5.796933422219646e-05
"((63, 203), 8)",2.898466711109823e-05
"((63, 205), 8)",2.898466711109823e-05
"((63, 205), 9)",0.00017390800266658938
"((63, 207), 7)",8.695400133329469e-05
"((63, 207), 8)",2.898466711109823e-05
"((63, 207), 9)",8.695400133329469e-05
"((63, 208), 8)",5.796933422219646e-05
"((63, 213), 6)",2.898466711109823e-05
"((63, 213), 7)",2.898466711109823e-05
"((63, 213), 8)",2.898466711109823e-05
"((63, 214), 6)",2.898466711109823e-05
"((63, 217), 7)",2.898466711109823e-05
"((63, 217), 8)",2.898466711109823e-05
"((63, 218), 9)",2.898466711109823e-05
"((63, 221), 7)",2.898466711109823e-05
"((63, 221), 8)",8.695400133329469e-05
"((63, 221), 9)",2.898466711109823e-05
"((63, 222), 9)",2.898466711109823e-05
"((63, 225), 6)",5.796933422219646e-05
"((63, 227), 6)",5.796933422219646e-05
"((63, 227), 7)",2.898466711109823e-05
"((63, 227), 8)",0.0002608620039998841
"((63, 227), 9)",0.00023187733688878585
"((63, 229), 6)",2.898466711109823e-05
"((63, 229), 7)",5.796933422219646e-05
"((63, 229), 9)",2.898466711109823e-05
"((63, 231), 8)",2.898466711109823e-05
"((63, 231), 9)",2.898466711109823e-05
"((63, 238), 8)",2.898466711109823e-05
"((63, 239), 7)",2.898466711109823e-05
"((63, 239), 8)",5.796933422219646e-05
"((63, 239), 9)",2.898466711109823e-05
"((63, 244), 8)",2.898466711109823e-05
"((63, 244), 9)",2.898466711109823e-05
"((63, 247), 7)",5.796933422219646e-05
"((63, 247), 9)",5.796933422219646e-05
"((64, 4), 8)",2.898466711109823e-05
"((64, 6), 6)",2.898466711109823e-05
"((64, 6), 7)",0.00011593866844439292
"((64, 6), 8)",0.0002608620039998841
"((64, 6), 9)",0.00011593866844439292
"((64, 9), 8)",2.898466711109823e-05
"((64, 9), 9)",5.796933422219646e-05
"((64, 31), 9)",2.898466711109823e-05
"((64, 41), 8)",5.796933422219646e-05
"((64, 42), 7)",5.796933422219646e-05
"((64, 42), 8)",2.898466711109823e-05
"((64, 44), 9)",2.898466711109823e-05
"((64, 57), 9)",5.796933422219646e-05
"((64, 58), 8)",2.898466711109823e-05
"((64, 60), 7)",5.796933422219646e-05
"((64, 60), 8)",5.796933422219646e-05
"((64, 60), 9)",8.695400133329469e-05
"((64, 63), 7)",2.898466711109823e-05
"((64, 63), 9)",2.898466711109823e-05
"((64, 65), 6)",2.898466711109823e-05
"((64, 65), 7)",0.00023187733688878585
"((64, 65), 8)",0.0009275093475551434
"((64, 65), 9)",0.0004057853395553752
"((64, 66), 8)",2.898466711109823e-05
"((64, 104), 7)",8.695400133329469e-05
"((64, 104), 8)",2.898466711109823e-05
"((64, 111), 6)",2.898466711109823e-05
"((64, 115), 7)",2.898466711109823e-05
"((64, 121), 7)",2.898466711109823e-05
"((64, 121), 8)",5.796933422219646e-05
"((64, 121), 9)",5.796933422219646e-05
"((64, 122), 7)",2.898466711109823e-05
"((64, 134), 8)",2.898466711109823e-05
"((64, 136), 8)",2.898466711109823e-05
"((64, 137), 8)",2.898466711109823e-05
"((64, 143), 8)",0.00017390800266658938
"((64, 143), 9)",0.0002608620039998841
"((64, 146), 8)",5.796933422219646e-05
"((64, 147), 8)",2.898466711109823e-05
"((64, 148), 6)",2.898466711109823e-05
"((64, 148), 8)",5.796933422219646e-05
"((64, 149), 8)",2.898466711109823e-05
"((64, 149), 9)",2.898466711109823e-05
"((64, 150), 8)",5.796933422219646e-05
"((64, 150), 9)",2.898466711109823e-05
"((64, 152), 9)",2.898466711109823e-05
"((64, 153), 7)",2.898466711109823e-05
"((64, 153), 8)",8.695400133329469e-05
"((64, 153), 9)",5.796933422219646e-05
"((64, 154), 9)",2.898466711109823e-05
"((64, 167), 8)",0.0002028926697776876
"((64, 167), 9)",0.0002608620039998841
"((64, 173), 8)",2.898466711109823e-05
"((64, 177), 9)",2.898466711109823e-05
"((64, 179), 8)",2.898466711109823e-05
"((64, 179), 9)",2.898466711109823e-05
"((64, 181), 8)",2.898466711109823e-05
"((64, 185), 7)",0.00017390800266658938
"((64, 185), 8)",0.000637662676444161
"((64, 185), 9)",0.0006956320106663575
"((64, 186), 8)",2.898466711109823e-05
"((64, 193), 9)",2.898466711109823e-05
"((64, 195), 7)",2.898466711109823e-05
"((64, 195), 8)",2.898466711109823e-05
"((64, 196), 7)",2.898466711109823e-05
"((64, 196), 8)",5.796933422219646e-05
"((64, 196), 9)",2.898466711109823e-05
"((64, 197), 9)",2.898466711109823e-05
"((64, 198), 9)",2.898466711109823e-05
"((64, 200), 9)",5.796933422219646e-05
"((64, 202), 6)",5.796933422219646e-05
"((64, 202), 7)",0.0002898466711109823
"((64, 202), 8)",0.0011883713515550274
"((64, 202), 9)",0.0009275093475551434
"((64, 203), 7)",5.796933422219646e-05
"((64, 203), 8)",2.898466711109823e-05
"((64, 203), 9)",2.898466711109823e-05
"((64, 204), 8)",5.796933422219646e-05
"((64, 204), 9)",2.898466711109823e-05
"((64, 205), 8)",2.898466711109823e-05
"((64, 208), 7)",5.796933422219646e-05
"((64, 208), 8)",5.796933422219646e-05
"((64, 208), 9)",2.898466711109823e-05
"((64, 209), 8)",2.898466711109823e-05
"((64, 213), 7)",5.796933422219646e-05
"((64, 217), 6)",2.898466711109823e-05
"((64, 218), 9)",2.898466711109823e-05
"((64, 222), 7)",2.898466711109823e-05
"((64, 222), 8)",8.695400133329469e-05
"((64, 222), 9)",8.695400133329469e-05
"((64, 227), 6)",2.898466711109823e-05
"((64, 227), 8)",0.0002608620039998841
"((64, 227), 9)",0.00011593866844439292
"((64, 228), 8)",5.796933422219646e-05
"((64, 229), 8)",0.00011593866844439292
"((64, 229), 9)",2.898466711109823e-05
"((64, 231), 8)",2.898466711109823e-05
"((64, 239), 8)",0.00011593866844439292
"((64, 239), 9)",2.898466711109823e-05
"((64, 244), 9)",5.796933422219646e-05
"((64, 247), 8)",2.898466711109823e-05
"((64, 247), 9)",2.898466711109823e-05
"((65, 4), 8)",2.898466711109823e-05
"((65, 6), 6)",0.0007825860119996522
"((65, 6), 7)",0.0019419726964435813
"((65, 6), 8)",0.004811454740442306
"((65, 6), 9)",0.007825860119996522
"((65, 7), 7)",0.00014492333555549114
"((65, 7), 8)",8.695400133329469e-05
"((65, 7), 9)",0.00011593866844439292
"((65, 9), 7)",0.00014492333555549114
"((65, 9), 8)",0.0002898466711109823
"((65, 9), 9)",0.000637662676444161
"((65, 10), 7)",2.898466711109823e-05
"((65, 31), 8)",0.00011593866844439292
"((65, 31), 9)",8.695400133329469e-05
"((65, 34), 9)",2.898466711109823e-05
"((65, 41), 9)",2.898466711109823e-05
"((65, 42), 6)",2.898466711109823e-05
"((65, 43), 7)",0.00023187733688878585
"((65, 43), 8)",0.00034781600533317876
"((65, 43), 9)",0.00017390800266658938
"((65, 54), 7)",2.898466711109823e-05
"((65, 54), 8)",5.796933422219646e-05
"((65, 55), 7)",8.695400133329469e-05
"((65, 55), 8)",0.00014492333555549114
"((65, 55), 9)",0.0002028926697776876
"((65, 58), 6)",2.898466711109823e-05
"((65, 58), 7)",2.898466711109823e-05
"((65, 58), 9)",2.898466711109823e-05
"((65, 60), 6)",0.00014492333555549114
"((65, 60), 7)",0.0002898466711109823
"((65, 60), 8)",0.00043477000666647343
"((65, 60), 9)",0.00043477000666647343
"((65, 61), 7)",2.898466711109823e-05
"((65, 64), 7)",8.695400133329469e-05
"((65, 64), 8)",8.695400133329469e-05
"((65, 64), 9)",5.796933422219646e-05
"((65, 104), 6)",2.898466711109823e-05
"((65, 104), 7)",0.0002608620039998841
"((65, 104), 8)",0.0003188313382220805
"((65, 104), 9)",0.00034781600533317876
"((65, 121), 7)",0.00011593866844439292
"((65, 121), 8)",0.00037680067244427696
"((65, 121), 9)",0.00023187733688878585
"((65, 122), 7)",2.898466711109823e-05
